customers_affected,start_time,estimated_end_time,type_code,type,longitude,latitude,status_code,status,cause_code,cause,municipality_id,message_id,bis_version,pulled_at
1,2026-06-11 14:07:08,,P,Outage,-76.07811536596282,46.73214820793999,R,Crew en route,11,Equipment failure,9720,,20260611225018,2026-06-12 02:59:39
54,2026-06-11 16:23:22,2026-06-12 00:00:00,P,Outage,-72.66410959109541,45.204389297108406,L,Crew at work,51,Vegetation damage,1505,,20260611225018,2026-06-12 02:59:39
1,2026-06-11 17:08:48,2026-06-12 01:15:00,P,Outage,-72.35526423585401,45.209983180417865,N,NA,,NA,1439,,20260611225018,2026-06-12 02:59:39
3,2026-06-11 21:24:40,2026-06-11 23:30:00,P,Outage,-75.38683005568696,46.79338663514343,A,Work assigned,,NA,4710,,20260611225018,2026-06-12 02:59:39
2,2026-06-11 15:54:14,2026-06-12 00:45:00,P,Outage,-72.73559902995326,45.304212748524435,A,Work assigned,,NA,1508,,20260611225018,2026-06-12 02:59:39
17,2026-06-11 20:12:50,2026-06-12 00:30:00,P,Outage,-73.45439603315397,45.472984316299694,A,Work assigned,,NA,1535,,20260611225018,2026-06-12 02:59:39
12,2026-06-11 22:18:43,2026-06-12 00:15:00,P,Outage,-73.81375612993683,45.5238518587382,N,NA,,NA,8641,,20260611225018,2026-06-12 02:59:39
3,2026-06-11 22:41:19,,P,Outage,-74.28883236137663,45.96836765462644,N,NA,,NA,5850,,20260611225018,2026-06-12 02:59:39
5,2026-06-11 22:18:20,2026-06-12 00:00:00,P,Outage,-76.20322973759612,46.146018885664205,L,Crew at work,11,Equipment failure,2108,,20260611225018,2026-06-12 02:59:39
9,2026-06-11 17:21:27,2026-06-11 23:00:00,P,Outage,-74.16953436084734,45.42499879606887,L,Crew at work,15,Equipment failure,7368,,20260611225018,2026-06-12 02:59:39
16,2026-06-11 21:37:54,2026-06-12 00:15:00,P,Outage,-73.25937356570174,45.2773736485678,A,Work assigned,,NA,7110,,20260611225018,2026-06-12 02:59:39
137,2026-06-11 21:20:56,2026-06-11 23:30:00,P,Outage,-74.80327234563649,46.112027948419986,N,NA,,NA,1053,,20260611225018,2026-06-12 02:59:39
63,2026-06-11 15:18:35,2026-06-12 00:00:00,P,Outage,-71.38633134141638,47.00104445081999,R,Crew en route,,NA,9070,,20260611225018,2026-06-12 02:59:39
3,2026-06-10 19:25:17,2026-06-11 23:15:00,P,Outage,-74.63942805014321,46.16968048039784,R,Crew en route,,NA,4719,,20260611225018,2026-06-12 02:59:39
50,2026-06-11 15:35:05,2026-06-12 03:15:00,P,Outage,-73.81936254271761,45.63766690852925,L,Crew at work,,NA,9034,,20260611225018,2026-06-12 02:59:39
9,2026-06-11 17:12:04,,P,Outage,-70.83929477753406,46.40671235849586,A,Work assigned,,NA,5704,,20260611225018,2026-06-12 02:59:39
20,2026-06-11 19:18:59,2026-06-11 23:15:00,P,Outage,-73.33418062807995,45.929936609956044,L,Crew at work,11,Equipment failure,4296,,20260611225018,2026-06-12 02:59:39
1,2026-06-11 11:53:53,,P,Outage,-74.6293515226062,46.031101314942546,N,NA,,NA,2633,,20260611225018,2026-06-12 02:59:39
22,2026-06-11 21:30:39,2026-06-11 23:30:00,P,Outage,-75.63235737491169,45.48086889923841,A,Work assigned,,NA,2375,,20260611225018,2026-06-12 02:59:39
1,2026-06-11 11:47:12,2026-06-12 00:00:00,P,Outage,-76.18136226849143,45.56245077463214,L,Crew at work,11,Equipment failure,2192,,20260611225018,2026-06-12 02:59:39
526,2026-06-12 00:21:21,2026-06-12 06:15:00,P,Outage,-74.95507250638707,46.295327262022745,R,Crew en route,,NA,3933,,20260612031013,2026-06-12 07:22:23
11,2026-06-12 00:41:57,,P,Outage,-73.46221197613106,45.728304367779096,A,Work assigned,,NA,5482,,20260612031013,2026-06-12 07:22:23
2,2026-06-11 23:32:59,2026-06-12 10:30:00,P,Outage,-74.46716306407544,45.90476954813544,A,Work assigned,,NA,4047,,20260612031013,2026-06-12 07:22:23
16,2026-06-11 21:37:54,2026-06-12 04:15:00,P,Outage,-73.25937356570174,45.2773736485678,L,Crew at work,,NA,7110,,20260612031013,2026-06-12 07:22:23
137,2026-06-11 21:20:56,2026-06-12 03:15:00,P,Outage,-74.80327234563649,46.112027948419986,L,Crew at work,51,Vegetation damage,1053,,20260612031013,2026-06-12 07:22:23
80,2026-06-12 01:07:48,2026-06-12 03:15:00,P,Outage,-71.44433094885567,46.86466009760733,R,Crew en route,,NA,9305,,20260612031013,2026-06-12 07:22:23
2,2026-06-12 02:03:56,2026-06-12 04:00:00,P,Outage,-66.09977692985952,48.099575714443574,R,Crew en route,,NA,1694,,20260612031013,2026-06-12 07:22:23
2,2026-06-12 01:41:48,2026-06-12 03:45:00,P,Outage,-73.87431712292307,45.06080652219209,R,Crew en route,,NA,6024,,20260612031013,2026-06-12 07:22:23
7,2026-06-12 02:17:49,2026-06-12 04:15:00,P,Outage,-79.0964793667339,46.718848130255125,A,Work assigned,,NA,9130,,20260612031013,2026-06-12 07:22:23
50,2026-06-11 15:35:05,2026-06-12 03:15:00,P,Outage,-73.81936254271761,45.63766690852925,L,Crew at work,,NA,9034,,20260612031013,2026-06-12 07:22:23
1,2026-06-11 11:53:53,2026-06-12 05:15:00,P,Outage,-74.6293515226062,46.031101314942546,R,Crew en route,,NA,2633,,20260612031013,2026-06-12 07:22:23
