customers_affected,start_time,estimated_end_time,type_code,type,longitude,latitude,status_code,status,cause_code,cause,municipality_id,message_id,bis_version,pulled_at
51,2026-09-06 13:35:30,2026-09-06 22:00:00,P,Outage,-75.48266737183299,46.19552020822356,L,Crew at work,,NA,5064,,20260906205015,2026-09-07 01:00:07
15,2026-09-06 18:03:23,2026-09-06 22:00:00,P,Outage,-73.64591118056599,45.63784652172893,N,NA,,NA,2180,,20260906205015,2026-09-07 01:00:07
1,2026-09-06 18:15:41,2026-09-06 21:30:00,P,Outage,-68.96851878851385,47.8652530940587,R,Crew en route,,NA,6396,,20260906205015,2026-09-07 01:00:07
1,2026-09-06 20:06:17,2026-09-06 22:00:00,P,Outage,-74.41895416680933,44.99995322461552,R,Crew en route,,NA,2150,,20260906205015,2026-09-07 01:00:07
3,2026-09-06 19:57:34,2026-09-06 22:00:00,P,Outage,-72.97029647177885,45.876428756576274,R,Crew en route,,NA,7413,,20260906205015,2026-09-07 01:00:07
60,2026-09-06 20:29:36,,P,Outage,-73.59183404454164,45.49518056391746,R,Crew en route,,NA,1000,,20260906205015,2026-09-07 01:00:07
1,2026-09-06 20:37:20,2026-09-06 23:15:00,P,Outage,-71.43735348463737,46.74811037528478,L,Crew at work,33,Accident or incident,6099,,20260906205015,2026-09-07 01:00:07
3,2026-09-06 15:32:03,2026-09-06 23:15:00,P,Outage,-71.43540003503942,46.74713718454439,L,Crew at work,33,Accident or incident,6099,,20260906205015,2026-09-07 01:00:07
3,2026-09-06 18:23:15,,P,Outage,-73.50131189505393,45.990694995379954,L,Crew at work,44,Accident or incident,1985,,20260906205015,2026-09-07 01:00:07
7,2026-09-06 16:47:08,2026-09-07 00:00:00,P,Outage,-70.66736417320305,48.39973859016881,L,Crew at work,33,Accident or incident,8980,,20260906205015,2026-09-07 01:00:07
12,2026-09-06 14:03:12,2026-09-06 21:45:00,P,Outage,-73.34207068276677,45.52185121599325,L,Crew at work,11,Equipment failure,6210,,20260906205015,2026-09-07 01:00:07
1,2026-09-06 19:33:02,2026-09-06 21:45:00,P,Outage,-68.1186450585857,48.462100510257756,R,Crew en route,,NA,6801,,20260906205015,2026-09-07 01:00:07
15,2026-09-06 19:46:07,2026-09-06 21:45:00,P,Outage,-73.70736222725445,45.76056780567721,R,Crew en route,,NA,7203,,20260906205015,2026-09-07 01:00:07
1,2026-09-06 20:37:20,2026-09-07 02:15:00,P,Outage,-71.43735348463737,46.74811037528478,L,Crew at work,33,Accident or incident,6099,,20260907013011,2026-09-07 05:39:38
3,2026-09-06 15:32:03,2026-09-07 02:15:00,P,Outage,-71.43540003503942,46.74713718454439,L,Crew at work,33,Accident or incident,6099,,20260907013011,2026-09-07 05:39:38
1,2026-09-07 06:25:00,,P,Outage,-73.57454958375688,45.4931662113328,N,NA,,NA,1000,,20260907063019,2026-09-07 10:44:36
1,2026-09-07 05:26:49,2026-09-07 07:30:00,P,Outage,-64.66386899623255,49.103630824511974,R,Crew en route,,NA,7626,,20260907063019,2026-09-07 10:44:36
1,2026-09-07 09:53:12,2026-09-07 12:15:00,P,Outage,-78.08360906734804,48.33560077146278,A,Work assigned,,NA,4134,,20260907115010,2026-09-07 16:04:49
89,2026-09-07 08:34:59,2026-09-07 16:15:00,I,Interruption,-75.91360037132712,45.63504265875942,L,Crew at work,62,NA,8575,,20260907115010,2026-09-07 16:04:49
8,2026-09-07 10:41:51,2026-09-07 12:45:00,P,Outage,-73.59370333795997,45.6290241660068,R,Crew en route,,NA,0119,,20260907115010,2026-09-07 16:04:49
2,2026-09-07 11:04:06,2026-09-07 12:15:00,I,Interruption,-75.5696055699086,46.11152350994377,L,Crew at work,63,NA,5064,,20260907115010,2026-09-07 16:04:49
1,2026-09-07 09:52:23,,P,Outage,-75.71220154664478,45.46175816380742,R,Crew en route,,NA,2375,,20260907115010,2026-09-07 16:04:49
2,2026-09-07 09:55:06,2026-09-07 12:00:00,I,Interruption,-75.63127503711462,45.554915173850304,L,Crew at work,63,NA,2375,,20260907115010,2026-09-07 16:04:49
1,2026-09-07 11:22:42,2026-09-07 13:15:00,P,Outage,-72.85851803815436,45.32939147048536,R,Crew en route,,NA,5925,,20260907115010,2026-09-07 16:04:49
1,2026-09-07 11:21:07,2026-09-07 13:15:00,P,Outage,-71.05892722313153,46.934425270882556,L,Crew at work,33,Accident or incident,1781,,20260907115010,2026-09-07 16:04:49
10,2026-09-07 07:10:44,,P,Outage,-69.92735592587567,48.19482635554487,L,Crew at work,57,Accident or incident,2147,,20260907115010,2026-09-07 16:04:49
232,2026-09-07 07:27:09,2026-09-07 12:15:00,P,Outage,-73.89547577349082,45.53355886147604,R,Crew en route,,NA,1877,,20260907115010,2026-09-07 16:04:49
1,2026-09-07 07:41:56,,I,Interruption,-73.860286567311,45.63219860703023,L,Crew at work,67,NA,9371,,20260907115010,2026-09-07 16:04:49
9,2026-09-07 08:01:22,2026-09-07 14:15:00,I,Interruption,-73.82609702968644,45.65622108155925,L,Crew at work,62,NA,1413,,20260907115010,2026-09-07 16:04:49
35,2026-09-07 11:31:22,,P,Outage,-73.57709270955115,45.54615058605614,N,NA,,NA,1000,,20260907115010,2026-09-07 16:04:49
1,2026-09-07 11:31:41,,P,Outage,-77.14976768421585,48.49610086187495,N,NA,,NA,5717,,20260907115010,2026-09-07 16:04:49
11,2026-09-07 11:44:24,2026-09-07 13:15:00,P,Outage,-73.46403038149472,45.52352518417342,L,Crew at work,51,Vegetation damage,4410,,20260907115010,2026-09-07 16:04:49
2,2026-09-07 14:18:34,2026-09-07 16:30:00,I,Interruption,-75.9038614615094,45.634356154651876,L,Crew at work,62,NA,8575,,20260907154020,2026-09-07 19:56:28
194,2026-09-07 13:28:31,2026-09-07 18:15:00,P,Outage,-73.6443773122484,46.05591426158513,L,Crew at work,54,Accident or incident,5458,,20260907154020,2026-09-07 19:56:28
1,2026-09-07 15:22:17,,P,Outage,-73.57454958375688,45.4931662113328,R,Crew en route,,NA,1000,,20260907154020,2026-09-07 19:56:28
89,2026-09-07 08:34:59,2026-09-07 16:15:00,I,Interruption,-75.91360037132712,45.63504265875942,L,Crew at work,62,NA,8575,,20260907154020,2026-09-07 19:56:28
2,2026-09-07 09:55:06,,I,Interruption,-75.63127503711462,45.554915173850304,L,Crew at work,63,NA,2375,,20260907154020,2026-09-07 19:56:28
1,2026-09-07 11:21:07,2026-09-07 17:15:00,P,Outage,-71.05892722313153,46.934425270882556,L,Crew at work,33,Accident or incident,1781,,20260907154020,2026-09-07 19:56:28
