customers_affected,notice_id,planned_start,planned_end,actual_start,actual_end,longitude,latitude,aip_version,pulled_at
5,NA,NA,NA,NA,NA,NA,NA,20260507212007,2026-05-08 01:24:26
179419,NA,NA,NA,NA,NA,NA,NA,20260507212007,2026-05-08 01:24:26
NA,NA,NA,NA,NA,NA,NA,NA,20260507212007,2026-05-08 01:24:26
NA,NA,NA,NA,NA,NA,NA,NA,20260507212007,2026-05-08 01:24:26
NA,NA,NA,NA,NA,NA,NA,NA,20260507212007,2026-05-08 01:24:26
NA,NA,NA,NA,NA,NA,NA,NA,20260507212007,2026-05-08 01:24:26
NA,NA,NA,NA,NA,NA,NA,NA,20260507212007,2026-05-08 01:24:26
NA,NA,NA,NA,NA,NA,NA,NA,20260507212007,2026-05-08 01:24:26
NA,NA,NA,NA,NA,NA,NA,NA,20260507212007,2026-05-08 01:24:26
NA,NA,NA,NA,NA,NA,NA,NA,20260507212007,2026-05-08 01:24:26
71,NA,NA,NA,NA,NA,NA,NA,20260507212007,2026-05-08 01:24:26
99,NA,NA,NA,NA,NA,NA,NA,20260507212007,2026-05-08 01:24:26
NA,NA,NA,NA,NA,NA,NA,NA,20260507212007,2026-05-08 01:24:26
99060,NA,NA,NA,NA,NA,NA,NA,20260507212007,2026-05-08 01:24:26
NA,NA,NA,NA,NA,NA,NA,NA,20260507212007,2026-05-08 01:24:26
NA,NA,NA,NA,NA,NA,-76.71535826080712,52.45186306575313,20260507212007,2026-05-08 01:24:26
1,NA,NA,NA,NA,NA,NA,NA,20260508002009,2026-05-08 04:28:54
126977,NA,NA,NA,NA,NA,NA,NA,20260508002009,2026-05-08 04:28:54
NA,NA,NA,NA,NA,NA,NA,NA,20260508002009,2026-05-08 04:28:54
NA,NA,NA,NA,NA,NA,NA,NA,20260508002009,2026-05-08 04:28:54
NA,NA,NA,NA,NA,NA,NA,NA,20260508002009,2026-05-08 04:28:54
NA,NA,NA,NA,NA,NA,NA,NA,20260508002009,2026-05-08 04:28:54
NA,NA,NA,NA,NA,NA,NA,NA,20260508002009,2026-05-08 04:28:54
NA,NA,NA,NA,NA,NA,NA,NA,20260508002009,2026-05-08 04:28:54
NA,NA,NA,NA,NA,NA,NA,NA,20260508002009,2026-05-08 04:28:54
NA,NA,NA,NA,NA,NA,NA,NA,20260508002009,2026-05-08 04:28:54
67,NA,NA,NA,NA,NA,NA,NA,20260508002009,2026-05-08 04:28:54
85,NA,NA,NA,NA,NA,NA,NA,20260508002009,2026-05-08 04:28:54
NA,NA,NA,NA,NA,NA,NA,NA,20260508002009,2026-05-08 04:28:54
38010,NA,NA,NA,NA,NA,NA,NA,20260508002009,2026-05-08 04:28:54
NA,NA,NA,NA,NA,NA,NA,NA,20260508002009,2026-05-08 04:28:54
NA,NA,NA,NA,NA,NA,-72.36269506393316,46.380284498884436,20260508002009,2026-05-08 04:28:54
